"gene;AN;origin;antibiotic"
"tetracycline_resistance_ribosomal_protection_protein_Tet(M);KX128293.1;newborn_gut;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KX128305.1;newborn_gut;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KX128308.1;newborn_gut;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KX128309.1;newborn_gut;TET"
"Dihydrofolate_reductase;KX128311.1;newborn_gut;SXT"
"Dihydrofolate_reductase;KX128314.1;newborn_gut;SXT"
"Dihydrofolate_reductase;KX128315.1;newborn_gut;SXT"
"Dihydrofolate_reductase;KX128316.1;newborn_gut;SXT"
"Dihydrofolate_reductase;KX128317.1;newborn_gut;SXT"
"Dihydrofolate_reductase;KX128322.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128324.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128327.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128328.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128330.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128334.1;newborn_gut;TMP"
"Dihydrofolate_reductase_type_3;KX128342.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128346.1;newborn_gut;TMP"
"D-alanine--D-alanine_ligase_A;KX128380.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase;KX128382.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128384.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128391.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128394.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128400.1;newborn_gut;CYC"
"Beta-lactamase;KX128414.1;newborn_gut;CAZ"
"Beta-lactamase;KX128417.1;newborn_gut;CAZ"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KX128505.1;newborn_gut;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KX128510.1;newborn_gut;TET"
"Dihydrofolate_reductase;KX128526.1;newborn_gut;TMP"
"Beta-lactamase;KX128530.1;newborn_gut;ATM"
"D-alanyl-D-alanine_carboxypeptidase_DacC;KX128568.1;newborn_gut;CST"
"Beta-lactamase;KX128596.1;newborn_gut;FOX"
"D-alanine--D-alanine_ligase_A;KX128607.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase;KX128608.1;newborn_gut;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KX128615.1;newborn_gut;CAZ"
"Beta-lactamase;KX128617.1;newborn_gut;CAZ"
"Beta-lactamase;KX128677.1;newborn_gut;PEN"
"Beta-lactamase;KX128686.1;newborn_gut;PIP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KX128695.1;newborn_gut;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KX128705.1;newborn_gut;TET"
"Dihydrofolate_reductase;KX128720.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128723.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128724.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128736.1;newborn_gut;SXT"
"Dihydrofolate_reductase_type_3;KX128738.1;newborn_gut;SXT"
"D-alanine--D-alanine_ligase_B;KX128798.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase;KX128800.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase;KX128801.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128805.1;newborn_gut;CYC"
"D-alanine--D-alanine_ligase_A;KX128818.1;newborn_gut;CYC"
"Beta-lactamase;KX128852.1;newborn_gut;PEN"
"putative_beta-lactamase_YbxI;KX128856.1;newborn_gut;PIP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KX128858.1;newborn_gut;TET"
"Dihydrofolate_reductase;KX128872.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128882.1;newborn_gut;TMP"
"Dihydrofolate_reductase;KX128902.1;newborn_gut;TMP"
"D-alanine--D-alanine_ligase_B;KF626670.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626674.1;pediatric_fecal_sample;CYC"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KF626700.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase;KF626704.1;pediatric_fecal_sample;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KF626714.1;pediatric_fecal_sample;PEN"
"Dihydrofolate_reductase;KF626726.1;pediatric_fecal_sample;SXT"
"Beta-lactamase;KF626746.1;pediatric_fecal_sample;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KF626756.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF626759.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626769.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF626773.1;pediatric_fecal_sample;CYC"
"Beta-lactamase;KF626778.1;pediatric_fecal_sample;PIP"
"Dihydrofolate_reductase;KF626780.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626781.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626783.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626787.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626789.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626793.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF626795.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626802.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626808.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626812.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF626813.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF626814.1;pediatric_fecal_sample;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KF626816.1;pediatric_fecal_sample;CTX"
"Dihydrofolate_reductase;KF626817.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626821.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626822.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626823.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626824.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626825.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase_B;KF626830.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626831.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626836.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626838.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626840.1;pediatric_fecal_sample;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KF626841.1;pediatric_fecal_sample;ATM"
"Dihydrofolate_reductase;KF626842.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626846.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626850.1;pediatric_fecal_sample;TMP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KF626853.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase_type_3;KF626858.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF626861.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626864.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626865.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626866.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626867.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626868.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626873.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626876.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626877.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626878.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626879.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626880.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626882.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626883.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626884.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626890.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626894.1;pediatric_fecal_sample;CYC"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KF626896.1;pediatric_fecal_sample;GEN"
"D-alanine--D-alanine_ligase;KF626897.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626900.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase_B;KF626911.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626916.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626918.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626925.1;pediatric_fecal_sample;TMP"
"Beta-lactamase;KF626926.1;pediatric_fecal_sample;ATM"
"D-alanine--D-alanine_ligase_B;KF626928.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626931.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626934.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF626938.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF626943.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626944.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626946.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626948.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626952.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626953.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626955.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626956.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF626957.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF626958.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626959.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626962.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF626963.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626966.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF626981.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF626983.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF626986.1;pediatric_fecal_sample;CYC"
"Chloramphenicol_acetyltransferase;KF626988.1;pediatric_fecal_sample;CHL"
"Dihydrofolate_reductase;KF626990.1;pediatric_fecal_sample;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KF626993.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase_A;KF626994.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF626996.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627005.1;pediatric_fecal_sample;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KF627010.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF627012.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627022.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase_type_3;KF627023.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627025.1;pediatric_fecal_sample;CYC"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KF627030.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase_type_3;KF627031.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627038.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627039.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627042.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627050.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627061.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627062.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627070.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF627073.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627075.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627077.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627079.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627080.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627081.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase_type_3;KF627083.1;pediatric_fecal_sample;SXT"
"Beta-lactamase_TEM;KF627084.1;pediatric_fecal_sample;PEN"
"Dihydrofolate_reductase;KF627086.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627089.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627091.1;pediatric_fecal_sample;CYC"
"Beta-lactamase_TEM;KF627094.1;pediatric_fecal_sample;PIP"
"D-alanine--D-alanine_ligase;KF627096.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627099.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627100.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627107.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627108.1;pediatric_fecal_sample;CYC"
"Chloramphenicol_acetyltransferase_3;KF627113.1;pediatric_fecal_sample;CHL"
"D-alanine--D-alanine_ligase_A;KF627117.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627122.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627123.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627126.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627127.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627128.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627130.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627132.1;pediatric_fecal_sample;CYC"
"Beta-lactamase_SHV-1;KF627135.1;pediatric_fecal_sample;PIP"
"D-alanine--D-alanine_ligase_A;KF627139.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627140.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627148.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627152.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627158.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627161.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627163.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627165.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627170.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627171.1;pediatric_fecal_sample;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KF627173.1;pediatric_fecal_sample;CTX"
"D-alanine--D-alanine_ligase_A;KF627176.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627178.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627179.1;pediatric_fecal_sample;TMP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KF627184.1;pediatric_fecal_sample;TET"
"D-alanine--D-alanine_ligase_B;KF627186.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627188.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627195.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627197.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627199.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627206.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627208.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627212.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627215.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627217.1;pediatric_fecal_sample;CYC"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KF627218.1;pediatric_fecal_sample;GEN"
"Extended-spectrum_beta-lactamase_PER-1;KF627219.1;pediatric_fecal_sample;PIP"
"D-alanine--D-alanine_ligase;KF627223.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627230.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627235.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627236.1;pediatric_fecal_sample;SXT"
"Beta-lactamase;KF627240.1;pediatric_fecal_sample;ATM"
"D-alanine--D-alanine_ligase_B;KF627243.1;pediatric_fecal_sample;CYC"
"Chloramphenicol_acetyltransferase;KF627245.1;pediatric_fecal_sample;CHL"
"Dihydrofolate_reductase_type_3;KF627248.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase_type_3;KF627249.1;pediatric_fecal_sample;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KF627250.1;pediatric_fecal_sample;ATM"
"D-alanine--D-alanine_ligase;KF627253.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627260.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627263.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627269.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627270.1;pediatric_fecal_sample;CYC"
"Beta-lactamase;KF627274.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF627275.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627276.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627277.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627279.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627289.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627294.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627295.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase_A;KF627297.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase_type_3;KF627300.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627301.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627303.1;pediatric_fecal_sample;TMP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KF627305.1;pediatric_fecal_sample;TET"
"D-alanine--D-alanine_ligase_A;KF627306.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627307.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627313.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627319.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627323.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627324.1;pediatric_fecal_sample;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KF627326.1;pediatric_fecal_sample;TZP"
"Dihydrofolate_reductase;KF627333.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_B;KF627339.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627342.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627343.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627344.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627350.1;pediatric_fecal_sample;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KF627351.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF627355.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627356.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627357.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627366.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627367.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627381.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627383.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627384.1;pediatric_fecal_sample;TMP"
"Beta-lactamase;KF627385.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF627398.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627399.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627405.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627412.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627418.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627419.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627420.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627423.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627429.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627431.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627435.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627442.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627446.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627452.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627458.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627462.1;pediatric_fecal_sample;CYC"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KF627464.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase;KF627471.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627472.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_B;KF627473.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627474.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627478.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627479.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF627482.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627483.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627491.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627494.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627497.1;pediatric_fecal_sample;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KF627498.1;pediatric_fecal_sample;PEN"
"D-alanine--D-alanine_ligase;KF627500.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627501.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_B;KF627503.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627506.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627508.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627515.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627516.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627518.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627522.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627523.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627524.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627525.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627530.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627538.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627541.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase_B;KF627544.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627548.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627549.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF627552.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627554.1;pediatric_fecal_sample;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KF627557.1;pediatric_fecal_sample;CTX"
"Dihydrofolate_reductase;KF627563.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627565.1;pediatric_fecal_sample;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KF627568.1;pediatric_fecal_sample;CAZ"
"Dihydrofolate_reductase;KF627572.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627579.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627580.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627583.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627587.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627590.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF627591.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627593.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF627595.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627597.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627599.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF627600.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627605.1;pediatric_fecal_sample;SXT"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KF627609.1;pediatric_fecal_sample;GEN"
"D-alanine--D-alanine_ligase;KF627616.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627618.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627622.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_A;KF627627.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627643.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF627645.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF627646.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF627647.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF627649.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase_B;KF627655.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF627661.1;pediatric_fecal_sample;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KF627662.1;pediatric_fecal_sample;TZP"
"D-alanine--D-alanine_ligase_A;KF627665.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase_type_3;KF627666.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF627674.1;pediatric_fecal_sample;TMP"
