GMGC_id;db;seq_id;gene;family
GMGC10.179_225_146.DDL;ResFinderFG;87.45;"D-alanine--D-alanine ligase""|KF629470.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_228_184.MURF;ResFinderFG;90.24;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF629588.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_229_920.AMPC;ARG-ANNOT;97.53;(Bla)AmpC2_Ecoli;blactamase
GMGC10.179_229_920.AMPC;CARD;97.53;A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.;blactamase
GMGC10.179_229_920.AMPC;NCBI;98.77;class C extended-spectrum beta-lactamase EC-15;blactamase
GMGC10.179_229_920.AMPC;ResFinderFG;99.83;"Beta-lactamase""|KX126612.1|newborn_gut|PEN";blactamase
GMGC10.179_241_263.UNKNOWN;ARG-ANNOT;99.06;(AGly)rmtD2;aminoside
GMGC10.179_241_263.UNKNOWN;CARD;99.06;The first allele of a 16S rRNA methyltransferase gene rmtD2 confers a high resistance to all clinically available aminoglycosides;aminoside
GMGC10.179_241_263.UNKNOWN;NCBI;99.06;16S rRNA (guanine(1405)-N(7))-methyltransferase RmtD2;aminoside
GMGC10.179_241_263.UNKNOWN;ResFinder;99.06;rmtD2;aminoside
GMGC10.179_241_263.UNKNOWN;ResFinderFG;99.06;"16S rRNA (guanine(1405)-N(7))-methyltransferase""|KU546020.1|feces|GEN";aminoside
GMGC10.179_256_686.DDL;ResFinderFG;99.52;"D-alanine--D-alanine ligase""|KF628532.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_259_492.DDL;ResFinderFG;96.74;"D-alanine--D-alanine ligase A""|KF627073.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_264_073.FOLA;ResFinderFG;98.17;"Dihydrofolate reductase""|KF629289.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_267_399.DDL;ResFinderFG;94.64;"D-alanine--D-alanine ligase B""|KF628398.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_289_806.FOLA;ResFinderFG;87.78;"Dihydrofolate reductase""|KX127617.1|human_gut|SXT";Sulfonamide/trimethoprim
GMGC10.179_307_955.DDL;ResFinderFG;99.53;"Vancomycin B-type resistance protein VanB""|KF629159.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_319_569.FOLA;ResFinderFG;85.19;"Dihydrofolate reductase""|KF629978.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_321_884.FOLA;ResFinderFG;85.77;"Dihydrofolate reductase""|KF626890.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_326_687.DDL;ResFinderFG;95.76;"D-alanine--D-alanine ligase B""|KF628846.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_330_062.MURF;ResFinderFG;85.19;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF629588.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_330_904.DDL;ResFinderFG;99.81;"D-alanine--D-alanine ligase""|KF628547.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_331_720.FOLA;ResFinderFG;91.26;"Dihydrofolate reductase""|KF626966.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.179_343_732.FOSB;ARG-ANNOT;85.19;(Fcyn)FosA5;fosfomycin
GMGC10.179_343_732.FOSB;CARD;85.19;fosA5 is a fosfomycin resistance gene isolated from clinical strain of Escherichia coli E265. It is susceptible to amikacin tetracycline and imipenem and resistant to sulphonamide cephalosporins gentamicin ciprofloxacin chloramphenicol and streptomycin;fosfomycin
GMGC10.179_343_732.FOSB;NCBI;92.57;FosA family fosfomycin resistance glutathione transferase;fosfomycin
GMGC10.179_343_732.FOSB;ResFinder;92.57;fosA;fosfomycin
GMGC10.179_345_707.DDL;ResFinderFG;99.81;"D-alanine--D-alanine ligase""|KF627677.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_346_961.CRP;CARD;88.94;emrE;Multidrug_efflux
GMGC10.179_370_499.DDL;ResFinderFG;98.95;"D-alanine--D-alanine ligase""|KF628992.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_372_400.DDL;ResFinderFG;98.02;"D-alanine--D-alanine ligase B""|KF629154.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_387_297.FOLA;ResFinderFG;99.81;"Dihydrofolate reductase type 3""|KF630289.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_402_433.FOLA;ResFinderFG;100.0;"Dihydrofolate reductase""|KF627879.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_439_541.FOLA;ResFinderFG;95.78;"Dihydrofolate reductase""|KF626780.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_442_181.DDL;ResFinderFG;99.92;"D-alanine--D-alanine ligase A""|KF629723.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_452_980.FOLA;ResFinderFG;85.68;"Dihydrofolate reductase""|KF627549.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_462_681.FOLA;ResFinderFG;86.38;"Dihydrofolate reductase""|KF628059.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_464_703.DDL;ResFinderFG;87.68;"D-alanine--D-alanine ligase""|KF629916.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_495_273.FOLA;ResFinderFG;95.57;"Dihydrofolate reductase type 3""|KX125268.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.179_497_114.YHEH;CARD;92.92;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.179_497_114.YHEH;NCBI;92.92;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.179_497_114.YHEH;ResFinder;92.92;tetB(46);cycline
GMGC10.179_527_596.FOLA;ResFinderFG;99.17;"Dihydrofolate reductase""|KF626787.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_531_659.FOLA;ResFinderFG;95.48;"Dihydrofolate reductase""|KF626931.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.179_557_498.FOLA;ResFinderFG;94.05;"Dihydrofolate reductase""|KF626877.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_576_523.FOLA;ResFinderFG;88.21;"Dihydrofolate reductase""|KF629574.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.179_577_121.MURF;ResFinderFG;87.93;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125843.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.179_580_758.MURF;ResFinderFG;89.64;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF629588.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_617_987.DDL;ResFinderFG;87.23;"D-alanine--D-alanine ligase B""|KX125821.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.179_623_854.CRP;CARD;98.89;emrE;Multidrug_efflux
GMGC10.179_642_446.CRP;CARD;87.68;emrE;Multidrug_efflux
GMGC10.179_653_582.MARA;CARD;81.82;MarA_reg;Multidrug_efflux
GMGC10.179_696_147.DDL;ResFinderFG;83.63;"D-alanine--D-alanine ligase A""|KF629052.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.179_713_426.ERMA;ARG-ANNOT;99.01;(MLS)erm(B);MLS
GMGC10.179_713_426.ERMA;CARD;99.5;ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.;MLS
GMGC10.179_713_426.ERMA;NCBI;99.5;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B);MLS
GMGC10.179_713_426.ERMA;ResFinder;98.7;erm(B);MLS
GMGC10.179_740_297.VANW;NCBI;88.55;glycopeptide resistance accessory protein VanW-G;Glycopeptide/Cycloserine
GMGC10.180_480_355.FOLA;ResFinderFG;95.73;"Dihydrofolate reductase""|KX127078.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.180_497_838.RPOB;CARD;98.79;Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF.;rifampicin
GMGC10.180_532_554.DDL;ResFinderFG;97.73;"D-alanine--D-alanine ligase B""|KF629103.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_562_316.EMRE;CARD;93.99;emrE;Multidrug_efflux
GMGC10.180_573_180.FOLA;ResFinderFG;87.37;"Dihydrofolate reductase""|KX125657.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.180_589_306.FOLA;ResFinderFG;84.86;"Dihydrofolate reductase""|KF628186.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.180_613_159.FOLA;ResFinderFG;84.79;"Dihydrofolate reductase""|KX127078.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.180_617_600.DDL;ResFinderFG;100.0;"D-alanine--D-alanine ligase""|KF630002.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_645_466.FOLA;ResFinderFG;97.86;"Dihydrofolate reductase""|KX128171.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.180_647_656.DDL;ResFinderFG;99.32;"D-alanine--D-alanine ligase""|KF627212.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_724_653.DDL;ResFinderFG;97.1;"D-alanine--D-alanine ligase B""|KX125727.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.180_726_648.DDL;ResFinderFG;99.81;"D-alanine--D-alanine ligase""|KF627971.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_730_315.FOLA;ResFinderFG;94.89;"Dihydrofolate reductase""|KX127078.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.180_798_538.DDL;ResFinderFG;99.62;"D-alanine--D-alanine ligase""|KF628008.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_827_896.DDL;ResFinderFG;82.08;"D-alanine--D-alanine ligase A""|KF627482.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_854_051.FOLA;ResFinderFG;94.51;"Dihydrofolate reductase""|KX126597.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.180_891_135.DDL;ResFinderFG;85.98;"D-alanine--D-alanine ligase""|KF629618.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.180_916_609.ILES;CARD;85.26;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.180_942_780.FOLA;ResFinderFG;80.6;"Dihydrofolate reductase""|KX127078.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.180_944_502.ILES;CARD;86.16;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.180_983_640.UNKNOWN;ResFinderFG;92.15;"Chloramphenicol acetyltransferase""|JN625764.1|chicken_microbiota|CHL";phenicol
GMGC10.181_000_380.DDL;ResFinderFG;99.65;"D-alanine--D-alanine ligase""|KF629864.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_001_847.ILES;CARD;84.1;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.181_003_370.FOLA;ResFinderFG;98.93;"Dihydrofolate reductase""|KF627593.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_020_243.FOLA;ResFinderFG;86.87;"Dihydrofolate reductase""|KF630222.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_026_292.ILES;CARD;84.31;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.181_108_594.DDL;ResFinderFG;96.63;"D-alanine--D-alanine ligase""|GQ343087.1|human fecal matter|CYC";Glycopeptide/Cycloserine
GMGC10.181_126_932.DDL;ResFinderFG;87.55;"D-alanine--D-alanine ligase""|GQ343087.1|human fecal matter|CYC";Glycopeptide/Cycloserine
GMGC10.181_154_041.FOLA;ResFinderFG;80.75;"Dihydrofolate reductase""|KX125657.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.181_189_713.DDL;ResFinderFG;82.39;"D-alanine--D-alanine ligase A""|KF629052.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_207_480.RPOB;CARD;88.68;Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF.;rifampicin
GMGC10.181_241_187.FOLA;ResFinderFG;98.37;"Dihydrofolate reductase""|KF628249.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.181_285_934.DDL;ResFinderFG;88.35;"D-alanine--D-alanine ligase""|KF629618.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_304_893.FOLA;ResFinderFG;80.79;"Dihydrofolate reductase""|KF627688.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_319_958.FOLA;ResFinderFG;81.1;"Dihydrofolate reductase""|KF628186.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.181_363_389.FOLA;ResFinderFG;97.88;"Dihydrofolate reductase""|KF628261.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_366_957.EMRR;CARD;98.86;ErmR;Multidrug_efflux
GMGC10.181_390_412.DDL;ResFinderFG;88.84;"Vancomycin B-type resistance protein VanB""|KX125831.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.181_396_313.FOLA;ResFinderFG;83.16;"Dihydrofolate reductase""|KF626890.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_410_582.FOLA;ResFinderFG;95.81;"Dihydrofolate reductase""|KF629666.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_412_215.FOLA;ResFinderFG;97.95;"Dihydrofolate reductase""|KF626878.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.181_431_160.NIMA;ARG-ANNOT;98.83;(Ntmdz)nimE_Nitroimidazole_Gene;nitroimidazole
GMGC10.181_431_160.NIMA;NCBI;98.83;nitroimidazole resistance protein NimE;nitroimidazole
GMGC10.181_431_160.NIMA;ResFinder;98.69;nimE;nitroimidazole
GMGC10.181_474_966.SP_0010;ResFinderFG;99.89;"Extended-spectrum beta-lactamase PER-1""|MK935971.1|Human_feces|CAZ";blactamase
GMGC10.181_480_246.DDL;NCBI;80.46;D-alanine--D-serine ligase VanG;Glycopeptide/Cycloserine
GMGC10.181_486_947.EMRA;CARD;82.37;EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.;quinolone
GMGC10.181_508_151.FOLA;ResFinderFG;89.86;"Dihydrofolate reductase""|KF628186.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.181_520_791.DDL;ResFinderFG;94.77;"D-alanine--D-alanine ligase A""|KF628417.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_554_453.FOLA;ResFinderFG;97.78;"Dihydrofolate reductase""|KF628529.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_572_946.DDL;ResFinderFG;99.62;"D-alanine--D-alanine ligase""|KF629380.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_620_303.DDL;ResFinderFG;86.58;"D-alanine--D-alanine ligase A""|KF629478.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_623_170.MURF;ResFinderFG;93.9;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF629588.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_627_907.DDL;ResFinderFG;97.56;"D-alanine--D-alanine ligase""|JN086166.1|human fecal matter|CYC";Glycopeptide/Cycloserine
GMGC10.181_651_467.FOLA;ResFinderFG;90.94;"Dihydrofolate reductase""|KF628067.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_656_326.DDL;ResFinderFG;87.7;"D-alanine--D-alanine ligase""|KF627171.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_680_344.FOLA;ResFinderFG;95.27;"Dihydrofolate reductase""|KX127692.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.181_688_826.DDL;ResFinderFG;98.19;"D-alanine--D-alanine ligase""|KX125850.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.181_697_488.FOLA;ResFinderFG;95.23;"Dihydrofolate reductase""|KF628140.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_708_452.UNKNOWN;ARG-ANNOT;82.6;(AGly)rmtD2;aminoside
GMGC10.181_708_452.UNKNOWN;CARD;82.6;The first allele of a 16S rRNA methyltransferase gene rmtD2 confers a high resistance to all clinically available aminoglycosides;aminoside
GMGC10.181_708_452.UNKNOWN;NCBI;82.6;16S rRNA (guanine(1405)-N(7))-methyltransferase RmtD2;aminoside
GMGC10.181_708_452.UNKNOWN;ResFinder;82.6;rmtD2;aminoside
GMGC10.181_708_452.UNKNOWN;ResFinderFG;97.26;"16S rRNA (guanine(1405)-N(7))-methyltransferase""|KU546019.1|feces|GEN";aminoside
GMGC10.181_736_342.NIMA;ARG-ANNOT;91.11;(Ntmdz)NimB_Nitroimidazole_Gene;nitroimidazole
GMGC10.181_736_342.NIMA;NCBI;91.11;nitroimidazole resistance protein NimB;nitroimidazole
GMGC10.181_736_342.NIMA;ResFinder;91.11;nimB;nitroimidazole
GMGC10.181_745_362.AACA-APHD;ARG-ANNOT;98.78;(AGly)aph(2'')-IIa;aminoside
GMGC10.181_745_362.AACA-APHD;CARD;96.22;APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli;aminoside
GMGC10.181_745_362.AACA-APHD;NCBI;98.78;aminoglycoside O-phosphotransferase APH(2'')-IIa;aminoside
GMGC10.181_745_362.AACA-APHD;ResFinder;98.78;aph(2'')-Ib;aminoside
GMGC10.181_745_362.AACA-APHD;ResFinderFG;99.89;"Bifunctional AAC/APH""|KF628397.1|pediatric_fecal_sample|GEN";aminoside
GMGC10.181_749_214.DDL;ResFinderFG;98.99;"D-alanine--D-alanine ligase A""|KX127885.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.181_752_585.MURF;ResFinderFG;93.03;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125843.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.181_768_469.DDL;ResFinderFG;83.77;"D-alanine--D-alanine ligase""|KF627171.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_775_991.YHEH;CARD;89.77;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.181_775_991.YHEH;NCBI;89.77;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.181_775_991.YHEH;ResFinder;89.77;tetB(46);cycline
GMGC10.181_779_723.DDL;ResFinderFG;92.43;"D-alanine--D-alanine ligase""|KF628378.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_780_861.DDL;ResFinderFG;81.02;"D-alanine--D-alanine ligase""|GQ343087.1|human fecal matter|CYC";Glycopeptide/Cycloserine
GMGC10.181_855_216.FOLA;ResFinderFG;98.29;"Dihydrofolate reductase""|KF629798.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_862_189.FOLA;ResFinderFG;91.29;"Dihydrofolate reductase""|KF627549.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_869_843.FOLA;ResFinderFG;86.06;"Dihydrofolate reductase""|KF627062.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_873_247.FOLA;ResFinderFG;93.83;"Dihydrofolate reductase""|KF628067.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.181_894_042.DDL;ResFinderFG;95.11;"D-alanine--D-alanine ligase B""|KF629684.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_914_339.UNKNOWN;ResFinderFG;99.33;"Extended-spectrum beta-lactamase PER-1""|KU544881.1|feces|CAZ";blactamase
GMGC10.181_914_829.DDL;ResFinderFG;87.42;"D-alanine--D-alanine ligase""|KF630322.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_929_229.YFEW;ARG-ANNOT;95.77;(Bla)AmpC1_Ecoli;blactamase
GMGC10.181_929_229.YFEW;CARD;95.77;An ampC-like beta-lactamase identified from Escherichia coli.;blactamase
GMGC10.181_943_904.DDL;ResFinderFG;98.55;"D-alanine--D-alanine ligase B""|KF629923.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_951_787.MEXF;ARG-ANNOT;89.03;(Flq)OqxBgb;Multidrug_efflux
GMGC10.181_951_787.MEXF;NCBI;89.61;multidrug efflux RND transporter permease subunit OqxB9;Multidrug_efflux
GMGC10.181_951_787.MEXF;ResFinder;89.03;oqxB;Multidrug_efflux
GMGC10.181_965_217.DDL;ResFinderFG;98.56;"D-alanine--D-alanine ligase""|KF630322.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.181_976_302.FOLA;ResFinderFG;93.16;"Dihydrofolate reductase""|KF627342.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.181_986_298.TOLC;CARD;83.11;TolC;Multidrug_efflux
GMGC10.181_993_147.CRP;CARD;86.26;emrE;Multidrug_efflux
GMGC10.182_011_683.TETP;ResFinderFG;99.46;"Tetracycline resistance protein TetM from transposon TnFO1""|KX125919.1|human_gut|TET";cycline
GMGC10.182_019_698.DDL;ResFinderFG;84.51;"D-alanine--D-alanine ligase""|KF629389.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_023_065.FOLA;ResFinderFG;98.12;"Dihydrofolate reductase""|KF628214.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.182_099_376.DDL;ResFinderFG;97.76;"D-alanine--D-alanine ligase A""|KF627595.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_115_250.AACA7;ResFinderFG;99.24;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.182_129_881.ERMA;ARG-ANNOT;99.59;(MLS)erm(B);MLS
GMGC10.182_129_881.ERMA;CARD;99.59;ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.;MLS
GMGC10.182_129_881.ERMA;NCBI;100.0;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B);MLS
GMGC10.182_129_881.ERMA;ResFinder;100.0;erm(B);MLS
GMGC10.182_137_930.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.182_149_173.DDL;ResFinderFG;85.16;"D-alanine--D-alanine ligase""|KF627171.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_153_110.FOLA;ResFinderFG;95.97;"Dihydrofolate reductase""|KF629219.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_182_336.FOLA;ResFinderFG;100.0;"Dihydrofolate reductase""|KX125930.1|human_gut|SXT";Sulfonamide/trimethoprim
GMGC10.182_207_482.FOLA;ResFinderFG;88.93;"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_232_219.FOLA;ResFinderFG;95.89;"Dihydrofolate reductase""|KX127672.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.182_234_630.UNKNOWN;NCBI;92.03;D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2;Glycopeptide/Cycloserine
GMGC10.182_257_868.FOLA;ResFinderFG;90.04;"Dihydrofolate reductase""|KF627622.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_280_151.FOLA;ResFinderFG;99.8;"Dihydrofolate reductase""|KF628249.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.182_292_472.UNKNOWN;ResFinderFG;100.0;"Extended-spectrum beta-lactamase PER-1""|KX127237.1|newborn_gut|CAZ";blactamase
GMGC10.182_296_595.FOLA;ResFinderFG;82.19;"Dihydrofolate reductase""|KF629621.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_300_085.MURF;ResFinderFG;100.0;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.182_306_066.AADK;NCBI;82.39;aminoglycoside 6-adenylyltransferase AadE;aminoside
GMGC10.182_306_066.AADK;ResFinder;82.39;ant(6)-Ia;aminoside
GMGC10.182_332_488.DDL;ResFinderFG;82.48;"D-alanine--D-alanine ligase""|KX127213.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.182_365_304.CAT;ResFinderFG;99.84;"Chloramphenicol acetyltransferase""|KF629212.1|pediatric_fecal_sample|CHL";phenicol
GMGC10.182_393_417.FOLA;ResFinderFG;85.95;"Dihydrofolate reductase""|KF628207.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_408_134.FOLA;ResFinderFG;80.4;"Dihydrofolate reductase""|KF627070.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
